codigo,descripcion,prec,tipo,arriba,abajo,categoria,proveedor,ean
175,comed.automatico x 850 gr,380,accesorio,0,0,,PER-ROS,
200,HIERBA GATERA,70,accesorio,0,0,,PER-ROS,
212,PALITOS FINOS X 200,281,accesorio,0,0,,PER-ROS,
226,"PELOTA OVALADA C/PINCHES,CARA,LUNARES XL",148,accesorio,0,0,,PER-ROS,
286,BOLSO PORTAMASCOTAS GRANDE,1200,accesorio,0,0,,PER-ROS,
291,BOLSO PORTAMASCOTAS CHICO,850,accesorio,0,0,,PER-ROS,
294,BOLSO PORTAMASCOTAS MEDIANO,1000,accesorio,0,0,,PER-ROS,
303,Chico,1700,accesorio,0,0,,PER-ROS,
304,Grande,2100,accesorio,0,0,,PER-ROS,
308,CANGURO JEAN OSITO PELUCHE TALLE S,834,accesorio,0,0,,PER-ROS,
311,CANGURO JEAN OSITO PELUCHE TALLE M,1072,accesorio,0,0,,PER-ROS,
385,caja locion surtida,160,accesorio,0,0,,PER-ROS,
389,JUGUETE CHORIZO SONRIENTE 20 CM,115,accesorio,0,0,,PER-ROS,
496,kit sanit.c.pala y bandeja,180,accesorio,0,0,,PER-ROS,
528,JUGUETE CUCURUCHO CON HUESITOS,113,accesorio,0,0,,PER-ROS,
582,PELOTA ENREDADA CHICA CON CASCABEL,122,accesorio,0,0,,PER-ROS,
583,KIT N° 23 HUESOS DE ALGODON,200,accesorio,0,0,,PER-ROS,
584,KIT N° 23 HUESOS DE ALGODON,95,accesorio,0,0,,PER-ROS,
585,KIT N° 23 HUESOS DE ALGODON,130,accesorio,0,0,,PER-ROS,
647,JUGUETE SANDALIA CON TACO CHINO 18 CM,152,accesorio,0,0,,PER-ROS,
670,"PALA JUNTA KK C/HUELLITAS, RESORTE,MANGO",825,accesorio,0,0,,PER-ROS,
838,KIT N° 23 HUESOS DE ALGODON,180,accesorio,0,0,,PER-ROS,
842,BEBEDERO AUTOMATICO,640,accesorio,0,0,,PER-ROS,
1136,PILOTO PLASTICO C/CAPUCHA T.00 20CM          O,270,accesorio,0,0,,PER-ROS,
1138,PILOTO PLASTICO C/CAPUCHA T.01 25CM          O,290,accesorio,0,0,,PER-ROS,
1139,PILOTO PLASTICO C/CAPUCHA T.02 30CM          O,350,accesorio,0,0,,PER-ROS,
1140,PILOTO PLASTICO C/CAPUCHA T.03 35CM          O,370,accesorio,0,0,,PER-ROS,
1141,PILOTO PLASTICO C/CAPUCHA T.04 40CM          O,390,accesorio,0,0,,PER-ROS,
1142,PILOTO PLASTICO C/CAPUCHA T.05 45CM          O,410,accesorio,0,0,,PER-ROS,
1143,PILOTO PLASTICO C/CAPUCHA T.06 50CM          O,450,accesorio,0,0,,PER-ROS,
1144,PILOTO PLASTICO C/CAPUCHA T.07 55CM          O,470,accesorio,0,0,,PER-ROS,
1145,PILOTO PLASTICO C/CAPUCHA T.08 60CM          O,510,accesorio,0,0,,PER-ROS,
1146,PILOTO PLASTICO C/CAPUCHA T.09 65CM          O,540,accesorio,0,0,,PER-ROS,
1147,PILOTO PLASTICO C/CAPUCHA T.10 70CM          O,590,accesorio,0,0,,PER-ROS,
1148,PILOTO PLASTICO C/CAPUCHA T.11 75CM          O,610,accesorio,0,0,,PER-ROS,
1149,PILOTO PLASTICO C/CAPUCHA T.12 80CM          O,650,accesorio,0,0,,PER-ROS,
1190,MOCHILA CON CARRITO P/PERROS,3900,accesorio,0,0,,PER-ROS,
1191, CARPET 47 x 34,1100,accesorio,0,0,,PER-ROS,
1223,MOISES LINEA PASION CHICO,1650,accesorio,0,0,,PER-ROS,
1224,MOISES LINEA PASION MEDIANO,1750,accesorio,0,0,,PER-ROS,
1988,COLCHITA PARA PERROS 70 X 55,260,accesorio,0,0,,PER-ROS,
2403,MOISES CUADRADO CON CORDERITO N°1,1400,accesorio,0,0,,PER-ROS,
2404,MOISES CUADRADO CON CORDERITO N° 2,1500,accesorio,0,0,,PER-ROS,
2405,MOISES CUADRADO CON CORDERITO N° 3,1600,accesorio,0,0,,PER-ROS,
2406,MOISES CUADRADO CON CORDERITO N°4,1700,accesorio,0,0,,PER-ROS,
2419,FASHION JEAN TALLE 01 (25),672,accesorio,0,0,,PER-ROS,
2420,FASHION JEAN TALLE 02 (30),601,accesorio,0,0,,PER-ROS,
2421,FASHION JEAN TALLE 03 (35),745,accesorio,0,0,,PER-ROS,
2422,FASHION JEAN TALLE 04 (40),625,accesorio,0,0,,PER-ROS,
2423,FASHION JEAN TALLE 05 (45),772,accesorio,0,0,,PER-ROS,
2424,FASHION JEAN TALLE 06 (50),660,accesorio,0,0,,PER-ROS,
2538,KIT N° 23 HUESOS DE ALGODON,80,accesorio,0,0,,PER-ROS,
2872,LITERA BORDE FILTRO,1200,accesorio,0,0,,PER-ROS,
2876,BOLSO DORY N° 2,1400,accesorio,0,0,,PER-ROS,
3012,collar c pañuelo n2,190,accesorio,0,0,,PER-ROS,
3013,collar c pañuelo n3,210,accesorio,0,0,,PER-ROS,
3266,TAPADO PREETY BABY TALLE S,766,accesorio,0,0,,PER-ROS,
3267,TAPADO PREETY BABY TALLE M,680,accesorio,0,0,,PER-ROS,
3271,TAPADO PREETY BABY TALLE L,860,accesorio,0,0,,PER-ROS,
3272,TAPADO PREETY BABY TALLE XL,749,accesorio,0,0,,PER-ROS,
3274,KIT N° 23 HUESOS DE ALGODON,220,accesorio,0,0,,PER-ROS,
3274,KIT N° 23 HUESOS DE ALGODON,180,accesorio,0,0,,PER-ROS,
3408,KIT N° 23 HUESOS DE ALGODON,160,accesorio,0,0,,PER-ROS,
3409,KIT N° 23 HUESOS DE ALGODON,100,accesorio,0,0,,PER-ROS,
3411,KIT N° 23 HUESOS DE ALGODON,130,accesorio,0,0,,PER-ROS,
3413,KIT N° 23 HUESOS DE ALGODON,120,accesorio,0,0,,PER-ROS,
3480,COMEDERO AUT,1050,accesorio,0,0,,PER-ROS,
4300,"CONJUNTO 315 COLLAR 35x1,50/CORREA 110 x 1,50",180,accesorio,0,0,,PER-ROS,
4300,poliest. Collar y correa n01,180,accesorio,0,0,,PER-ROS,
4301,CONJ.POLIESTER,240,accesorio,0,0,,PER-ROS,
4301,CONJUNTO 320 COLLAR 45x2/CORREA 120x2 cm,260,accesorio,0,0,,PER-ROS,
4302,CONJUNTO 322 COLLAR 60x3CM/CORREA 120x3 CM,295,accesorio,0,0,,PER-ROS,
4302,poliest. Collar y correa n3,270,accesorio,0,0,,PER-ROS,
4303,CONJUNTO PRETAL Y CORREA N?1 POLIESTER,220,accesorio,0,0,,PER-ROS,
4304,CONJUNTO PRETAL Y CORREA N? 2 POLIESTER,350,accesorio,0,0,,PER-ROS,
4305,CONJUNTO PRETAL Y CORREA N? 3 POLIESTER,418,accesorio,0,0,,PER-ROS,
4317,collar y correa dib n3,160,accesorio,0,0,,PER-ROS,
4317,CONJ. COLLAR Y CORREA CON DIBUJITOS N? 1,140,accesorio,0,0,,PER-ROS,
4318,collar y correa dib n3,140,accesorio,0,0,,PER-ROS,
4318,CONJ. COLLAR Y CORREA CON DIBUJITOS N? 2,190,accesorio,0,0,,PER-ROS,
4319,CONJ. COLLAR Y CORREA CON DIBUJITOS N? 3,200,accesorio,0,0,,PER-ROS,
4345,MOISES DE JEANS CON APLICACIONES EXTRA GRANDE,1600,accesorio,0,0,,PER-ROS,
4346,MOISES DE JEANS CON APLICACIONES SUPER GRANDE,1600,accesorio,0,0,,PER-ROS,
4414,MOISES CARA BULLDOG FRANCES CH. 40X50 CM,1500,accesorio,0,0,,PER-ROS,
4427,MOISES CARA PERRO GRIS CH. 40X50 CM,1500,accesorio,0,0,,PER-ROS,
4429,MOISES CARA PERRO AMARILLO CH. 40X50 CM,1500,accesorio,0,0,,PER-ROS,
4435,EXTENSIBLE ESCOSESA,950,accesorio,0,0,,PER-ROS,
4486,BUZO REGIONAL TALLE 01 (25) C/CORDERITO,649,accesorio,0,0,,PER-ROS,
4487,BUZO REGIONAL TALLE 02 (30) C/CORDERITO,588,accesorio,0,0,,PER-ROS,
4488,BUZO REGIONAL TALLE 03 (35) C/CORDERITO,732,accesorio,0,0,,PER-ROS,
4489,BUZO REGIONAL TALLE 04 (40) C/CORDERITO,614,accesorio,0,0,,PER-ROS,
4490,BUZO REGIONAL TALLE 05 (45) C/CORDERITO,819,accesorio,0,0,,PER-ROS,
4491,BUZO REGIONAL TALLE 06 (50) C/CORDERITO,697,accesorio,0,0,,PER-ROS,
4492,BUZO REGIONAL TALLE 07 (55) C/CORDERITO,898,accesorio,0,0,,PER-ROS,
4493,BUZO REGIONAL TALLE 08 (60) C/CORDERITO,792,accesorio,0,0,,PER-ROS,
4494,BUZO REGIONAL TALLE 09 (65) C/CORDERITO,1027,accesorio,0,0,,PER-ROS,
4495,BUZO REGIONAL TALLE 10 (70) C/CORDERITO,875,accesorio,0,0,,PER-ROS,
4496,BUZO REGIONAL TALLE 11 (75) C/CORDERITO,1108,accesorio,0,0,,PER-ROS,
4829,PELOTA CON PERROS Y HUESOS GRANDE,94,accesorio,0,0,,PER-ROS,
6018,come-lento,180,accesorio,0,0,,PER-ROS,
7037,KIT N° 23 HUESOS DE ALGODON,3604,accesorio,0,0,,PER-ROS,
7056,KIT N° 4 MOISES PELUCHE PATITAS,4965,accesorio,0,0,,PER-ROS,
8014,1,620,accesorio,0,0,,PER-ROS,
8016,2,670,accesorio,0,0,,PER-ROS,
8017,3,710,accesorio,0,0,,PER-ROS,
8018,4,740,accesorio,0,0,,PER-ROS,
8019,5,770,accesorio,0,0,,PER-ROS,
8020,6,820,accesorio,0,0,,PER-ROS,
8021,7,900,accesorio,0,0,,PER-ROS,
8022,8,950,accesorio,0,0,,PER-ROS,
8023,9,1050,accesorio,0,0,,PER-ROS,
8024,10,1150,accesorio,0,0,,PER-ROS,
8025,11,1200,accesorio,0,0,,PER-ROS,
8026,12,1250,accesorio,0,0,,PER-ROS,
4077,"pelotas con soga, sisal, ø 4,5 cm",90,accesorio,0,0,,trixie,
1956,"2 Botas protec. neopreno,perros Walker Care, S, negro   ",450,accesorio,0,0,,trixie,
3269,"Cuerda juego c/bola, ø 7 cm,50 cm, colores sutidos    ",170,accesorio,0,0,,trixie,
3289,"Denta Fun pelota béisbol, sabor menta, caucho, ø 7 cm    ",250,accesorio,0,0,,trixie,
3290,"Denta Fun pelota Rugby, sabor menta, caucho, 11 cm          ",350,accesorio,0,0,,trixie,
3305,"Pelota con cuerda, caucho natural, ø 6 cm,30 cm, colores surtidos. ",210,accesorio,0,0,,trixie,
3306,"Jumper con cuerda, caucho natural, 8 cm/30 cm, colores surtidos.  ",210,accesorio,0,0,,trixie,
3316,"Juguete presa de caucho natural, colores surtidos, 7 cm.              ",250,accesorio,0,0,,trixie,
3335,"Pesa c/ casacabel, caucho nat., 12 cm, colores surtidos.            ",203,accesorio,0,0,,trixie,
3359,"Pesa fútbol, vinilo, con sonido, 14 cm",120,accesorio,0,0,,trixie,
3413,"Erizo, vinilo, 7 cm, color surtido, c/ sonido, colores surtidos.              ",100,accesorio,0,0,,trixie,
3435,"Pelota fútbol, vinilo, con sonido, ø 6 cm.                                           ",110,accesorio,0,0,,trixie,
3479,"Pelota tenis con cuerda, ø 6.5 cm,50 cm.                                                   ",140,accesorio,0,0,,trixie,
3527,"Pelota de deporte, motivos y colores surtidos, latex, ø 7 cm",230,accesorio,0,0,,trixie,
4074,"Ratón de sisal, 10 cm",110,accesorio,0,0,,trixie,
4075,"Pelota de sisal, ø 6 cm",110,accesorio,0,0,,trixie,
4132,"Serie de 3 pelotas, con cascabel, ø 3.5-4 cm.                      ",110,accesorio,0,0,,trixie,
4135,"Círculo loco con ratón de peluche, 24 X 29 cm",451,accesorio,0,0,,trixie,
4325,"Alfombrilla Rascadora c/peluche, 55 × 35 cm, marrón",823,accesorio,0,0,,trixie,
4505,"Cats Cheese c/varita y 3 pelotas, 36 × 8 × 26/26 cm",420,accesorio,0,0,,trixie,
22766,"Placa Identificativa, cucha perro, 30 × 25 mm",185,accesorio,0,0,,trixie,
24658,"Comedero de cerámica, gato, 0,35l, Ø13 cm, colores surtidos",280,accesorio,0,0,,trixie,
24659,"Comedero de cerámica, gato, Street Cat,  0,3l, Ø12 cm, colores surtidos",285,accesorio,0,0,,trixie,
24761,"Dispenser de agua y comida, 0,6 l, colores surtidos",240,accesorio,0,0,,trixie,
24833,"Set Comederos Acero Inox, 2x1,8 l, ø20 cm",680,accesorio,0,0,,trixie,
25242,"Comedero de Acero Inox. Recub. en Plástico con Antideslizante. 0,4 l, ø14 cm. Colores surtidos",306,accesorio,0,0,,trixie,
25243,"Comedero de Acero Inox. Recub. en Plástico con Antideslizante. 0,75 l, ø17 cm. Colores surtidos",483,accesorio,0,0,,trixie,
25249,"Comedero de Acero Inox ""Come despacio"" con Antideslizante. 1,4l, ø21cm. Colores surtidos",860,accesorio,0,0,,trixie,
25270,"Comedero de acero inoxidable recubierto en plástico para gato, 0,25l, ø12 cm , colores surtidos",290,accesorio,0,0,,trixie,
28952,"Bolso Kilian, de poliéster, 31 X 32 X 48, hasta 6 kg. Cama de viaje y bolso en uno. Con correas ajustables al hombro y correa corta integrada.",3200,accesorio,0,0,,trixie,
28953,"Bolso Massimo, de poliéster, 25 X 28 X 39, hasta 5 kg, con posibilidad de ampliar al doble desplegando el bolsillo lateral. Con bolsillo, correas ajustables al hombro, bandas tubulares reflectantes y correa corta integrada. Color negro/gris.",3096,accesorio,0,0,,trixie,
28968,"Bolso Alina, de poliéster, 22 X 23 X 35, hasta 5 Kg. Con bolsillo de red, correas ajustables al hombro y correa corta integrada.",2200,accesorio,0,0,,trixie,
32656,"Denta Fun Pesa de cuerda, 20 cm, 220 g, colores surtidos",260,accesorio,0,0,,trixie,
32810,"Pelota redonda de cuerda de algodón, 6cm.",120,accesorio,0,0,,trixie,
32811,"Pesa de cuerda de algodón, 15cm",175,accesorio,0,0,,trixie,
32812,"Palo de cuerda de algodón, 13cm",120,accesorio,0,0,,trixie,
32813,"Pelota de cuerda de algodón, con manija, ø 6 cm/23 cm",205,accesorio,0,0,,trixie,
33343,"Denta Fun pesa, caucho, 9cm, colores surtidos",273,accesorio,0,0,,trixie,
33542,"Hueso, TPR, 12 cm",420,accesorio,0,0,,trixie,
33651,"Pelota erizo, caucho termoplástico, 8 cm, colores surtidos",180,accesorio,0,0,,trixie,
33675,"Pelota Snack caucho termoplástico (TPR),  ø 8cm, colores surtidos.",232,accesorio,0,0,,trixie,
33680,"Denta Fun Pelota caucho termoplástico (TPR), sabor menta, ø 6cm",340,accesorio,0,0,,trixie,
34787,"Hueso Tenis, 17cm",540,accesorio,0,0,,trixie,
34848,"Hueso que cruje, caucho natural, colores surtidos, 11cm.",0,accesorio,0,0,,trixie,
34930,"Dog activity Pesa Snack, TPR, 12 cm, colores surtidos",150,accesorio,0,0,,trixie,
35185,"Cerdo con flores, sonido original, látex, 20 cm",590,accesorio,0,0,,trixie,
35190,"Cerdo con pelo, látex, 10 cm, colores surtidos.                                        ",180,accesorio,0,0,,trixie,
35232,"Rata/ratón, látex, 22 cm, motivos surtidos",314,accesorio,0,0,,trixie,
35492,"Pato, látex, sonido original, 30 cm",650,accesorio,0,0,,trixie,
35497,"Jabalí, látex, sonido original, 18 cm",530,accesorio,0,0,,trixie,
37377,"Cama Tammy, Ø 50 cm, azul/beige",1150,accesorio,0,0,,trixie,
37378,"Cama Tammy, Ø 70 cm, azul/beige",1550,accesorio,0,0,,trixie,
37620,"Almohadón Jimmy, 60 X 40 cm",1300,accesorio,0,0,,trixie,
37621,"Almohadón Jimmy, 80 X 55 cm",2100,accesorio,0,0,,trixie,
37685,"Cama Lingo, 50x40cm, blanco/beige",1400,accesorio,0,0,,trixie,
37686,"Cama Lingo, 60x55cm, blanco/beige",1560,accesorio,0,0,,trixie,
40316,"Litera clásica con borde, 37 X 15 X 47 cm, azul petróleo/blanco",480,accesorio,0,0,,trixie,
41345,"Torre para gatos ""Catch the Balls"", ø 25 cm/13 cm",520,accesorio,0,0,,trixie,
48000,"Tabla Cartón Rascadora ""Wild Cat"",41×7×24 cm, Naranja",503,accesorio,0,0,,trixie,
48004,"Tambor rascador con juguetes, ø 33 cm, azul",745,accesorio,0,0,,trixie,
200002,"Correa Premium, doble, XS: 1.20 m,10 mm, azul    ",368,accesorio,0,0,,trixie,
200003,"Correa Premium, doble, XS: 1.20 m,10 mm, rojo     ",368,accesorio,0,0,,trixie,
200011,"Correa Premium, doble, XS: 1.20 m,10 mm, fucsia  ",360,accesorio,0,0,,trixie,
200012,"Correa Premium, doble, XS: 1.20 m,10 mm, océano",360,accesorio,0,0,,trixie,
200103,"Correa Premium, doble, XS-S: 1.20 m,15 mm, rojo   ",450,accesorio,0,0,,trixie,
200202,"Correa Premium, doble, M-L: 1.00 m,20 mm, azul ",580,accesorio,0,0,,trixie,
200203,"Correa Premium, doble, M-L: 1.00 m,20 mm, rojo    ",580,accesorio,0,0,,trixie,
200211,"Correa Premium, doble, M-L: 1.20 m,20 mm, fucsia  ",650,accesorio,0,0,,trixie,
200217,"Correa Premium, doble,M-L: 1.20 m,20 mm, manzana",580,accesorio,0,0,,trixie,
200301,"Correa Premium, doble, L-XL: 1.00 m,25 mm, negro  ",680,accesorio,0,0,,trixie,
200302,"Correa Premium, doble, L-XL: 1.00 m,25 mm, azul",680,accesorio,0,0,,trixie,
200303,"Correa Premium, doble, L-XL: 1.00 m,25 mm, rojo   ",690,accesorio,0,0,,trixie,
200311,"Correa Premium, doble,L-XL: 1.00 m, 25 mm, fucsia  ",690,accesorio,0,0,,trixie,
200312,"Correa Premium, doble, L-XL: 1.00 m,25 mm, océano",680,accesorio,0,0,,trixie,
200317,"Correa Premium, doble,L-XL: 1.00 m,25 mm, manzana",690,accesorio,0,0,,trixie,
201401,"Collar Premium, XS-S, 22-35 cm,10 mm, negro       ",120,accesorio,0,0,,trixie,
201501,"Collar Premium, S-M, 30-45 cm,15 mm, negro        ",170,accesorio,0,0,,trixie,
201503,"Collar Premium, S-M, 30-45 cm,15 mm, rojo         ",170,accesorio,0,0,,trixie,
201601,"Collar Premium, M-L, 35-55 cm,20 mm, negro        ",205,accesorio,0,0,,trixie,
201602,"Collar Premium, M-L, 35-55 cm,20 mm, azul",205,accesorio,0,0,,trixie,
201603,"Collar Premium, M-L, 35-55 cm,20 mm, rojo         ",205,accesorio,0,0,,trixie,
201701,"Collar Premium, L-XL, 40-65 cm,25 mm, negro       ",305,accesorio,0,0,,trixie,
201702,"Collar Premium, L-XL, 40-65 cm,25 mm, azul",305,accesorio,0,0,,trixie,
201703,"Collar Premium, L-XL, 40-65 cm,25 mm, rojo        ",305,accesorio,0,0,,trixie,
203602,"Arnés Premium acolchado, XS-S: 30-40 cm,15 mm, azul",550,accesorio,0,0,,trixie,
203603,"Arnés Premium acolchado, XS-S: 30-40 cm,15 mm, rojo  ",550,accesorio,0,0,,trixie,
203611,"Arnés Premium acolchado, XS-S: 30-40 cm,15 mm, FUCSIA ",510,accesorio,0,0,,trixie,
203612,"Arnés Premium acolchado, XS-S: 30-40 cm,15 mm, océano ",510,accesorio,0,0,,trixie,
203702,"Arnés Premium acolchado, S: 35–50 cm/20 mm, azul",600,accesorio,0,0,,trixie,
203703,"Arnés Premium acolchado, S: 35–50 cm/20 mm, rojo",650,accesorio,0,0,,trixie,
203711,"Arnés Premium acolchado, S: 35-50 cm,20 mm, fucsia ",650,accesorio,0,0,,trixie,
203712,"Arnés Premium acolchado, S: 35-50 cm,20 mm,OCEANO",650,accesorio,0,0,,trixie,
203717,"Arnés Premium acolchado, S: 35-50 cm,20 mm, manzana ",650,accesorio,0,0,,trixie,
203802,"Arnés Premium acolchado, S-M: 40-60 cm,20 mm, azul",710,accesorio,0,0,,trixie,
203811,"Arnés Premium acolchado, S-M: 40-60 cm,20 mm, fucsia",710,accesorio,0,0,,trixie,
203812,"Arnés Premium acolchado, S-M: 40-60 cm,20 mm, océano",710,accesorio,0,0,,trixie,
203902,"Arnés Premium acolchado, M: 45–70 cm/25 mm, azul",845,accesorio,0,0,,trixie,
203903,"Arnés Premium acolchado, M: 45-70 cm,25 mm, rojo     ",845,accesorio,0,0,,trixie,
203911,"Arnés Premium acolchado, M: 45-70 cm,25 mm, fucsia ",845,accesorio,0,0,,trixie,
203912,"Arnés Premium acolchado, M: 45-70 cm,25 mm, océano ",845,accesorio,0,0,,trixie,
203917,"Arnés Premium acolchado, M: 45-70 cm,25 mm, manzana ",845,accesorio,0,0,,trixie,
204002,"Arnés Premium acolchado, M-L: 50–80 cm/25 mm, azul",920,accesorio,0,0,,trixie,
204011,"Arnés Premium acolchado, M-L: 50–80 cm/25 mm, fucsia",920,accesorio,0,0,,trixie,
204017,"Arnés Premium acolchado, M-L: 50–80 cm/25 mm, manzana",920,accesorio,0,0,,trixie,
204102,"Arnés Premium acolchado, L: 60–90 cm/25 mm, azul",930,accesorio,0,0,,trixie,
204103,"Arnés Premium acolchado, L: 60–90 cm/25 mm, rojo",930,accesorio,0,0,,trixie,
204112,"Arnés Premium acolchado, L: 60–90 cm/25 mm, océano",930,accesorio,0,0,,trixie,
204117,"Arnés Premium acolchado, L: 60–90 cm/25 mm, manzana",930,accesorio,0,0,,trixie,
204202,"Arnés Premium acolchado, L-XL: 70-100 cm,25 mm, azul",980,accesorio,0,0,,trixie,
204212,"Arnés Premium acolchado, L-XL: 70-100 cm,25 mm, océano",980,accesorio,0,0,,trixie,
204217,"Arnés Premium acolchado, L-XL: 70-100 cm,25 mm, manzana",980,accesorio,0,0,,trixie,
205102,"Arnés Premium Noruego acolchado en el pecho, S-M: 30-50 cm,25 mm, azul",510,accesorio,0,0,,trixie,
205103,"Arnés Premium Noruego acolchado en el pecho, S-M: 30-50 cm,25 mm, rojo",510,accesorio,0,0,,trixie,
205202,"Arnés Premium Noruego acolchado en el pecho, M-L: 53-66 cm,40 mm, azul",650,accesorio,0,0,,trixie,
205203,"Arnés Premium Noruego acolchado en el pecho, M-L: 53-66 cm,40 mm, rojo",650,accesorio,0,0,,trixie,
205302,"Arnés Premium Noruego acolchado en el pecho, L: 60-76 cm,40 mm, azul",760,accesorio,0,0,,trixie,
205303,"Arnés Premium Noruego acolchado en el pecho, L: 60-76 cm,40 mm, rojo",760,accesorio,0,0,,trixie,
205402,"Arnés Premium Noruego acolchado en el pecho, L-XL: 68-88, 50 mm, azul",910,accesorio,0,0,,trixie,
205403,"Arnés Premium Noruego acolchado en el pecho, L-XL: 68-88, 50 mm, rojo",910,accesorio,0,0,,trixie,
20001/ 200001,"Correa Premium, doble, XS: 1.20 m,10 mm, negro    ",360,accesorio,0,0,,trixie,
20003/ 200003,"Correa Premium, doble, XS: 1.20 m,10 mm, rojo     ",360,accesorio,0,0,,trixie,
20011/ 200101,"Correa Premium, doble, XS-S: 1.20 m,15 mm, negro  ",450,accesorio,0,0,,trixie,
20012/ 200102,"Correa Premium, doble, XS-S: 1.20 m,15 mm, azul",450,accesorio,0,0,,trixie,
1006/00,"CORREA  (1,20 m)          lo mismo en esos colores",210,accesorio,0,0,,wawpet,
1006/40,COLLAR TEXANO 20mm                 ,150,accesorio,0,0,,wawpet,
1006/45,COLLAR TEXANO 20mm             ,150,accesorio,0,0,,wawpet,
1013/35,COLLAR FLOR NIQUEL C/ STRASS 20mm                  colores simil cuero cosido: negro-rosa-rojo-francia-plata-oro,140,accesorio,0,0,,wawpet,
1013/45,COLLAR FLOR NIQUEL C/ STRASS 20mm                ,140,accesorio,0,0,,wawpet,
1014/30,COLLAR STRASS C/ DIJE COLGANTE REDONDO 20mm                          colores charol: negro-fucsia-rojo-francia,180,accesorio,0,0,,wawpet,
1014/35,COLLAR STRASS C/ DIJE COLGANTE REDONDO 20mm                          colores simil cuero cosido: negro-rosa-rojo-francia-plata-oro,180,accesorio,0,0,,wawpet,
1014/40,COLLAR STRASS C/ DIJE COLGANTE REDONDO 20mm                          colores print: print gris-print leopardo-print francia-print rojo,180,accesorio,0,0,,wawpet,
1014/45,COLLAR STRASS C/ DIJE COLGANTE REDONDO 20mm                ,180,accesorio,0,0,,wawpet,
1015/30,COLLAR PASADOR STRASS  20mm                          colores charol: negro-fucsia-rojo-francia,190,accesorio,0,0,,wawpet,
1015/35,COLLAR PASADOR STRASS  20mm                             colores simil cuero cosido: negro-rosa-rojo-francia-plata-oro,190,accesorio,0,0,,wawpet,
1015/40,COLLAR PASADOR STRASS  20mm                             colores print: print gris-print leopardo-print francia-print rojo,190,accesorio,0,0,,wawpet,
1015/45,COLLAR PASADOR STRASS  20mm                             colores print: print gris-print leopardo-print francia-print rojo,190,accesorio,0,0,,wawpet,
1017/30,COLLAR PASADOR CORAZON STRASS  20mm                          colores charol: negro-fucsia-rojo-francia,190,accesorio,0,0,,wawpet,
1017/35,COLLAR PASADOR CORAZON STRASS  20mm                                 colores simil cuero cosido: negro-rosa-rojo-francia-plata-oro,190,accesorio,0,0,,wawpet,
1017/40,COLLAR PASADOR CORAZON STRASS  20mm                                  colores print: print gris-print leopardo-print francia-print rojo,190,accesorio,0,0,,wawpet,
1070/00,"CORREA NYLON LISO 20mm (1,20 m)              lo mismo en esos colores",120,accesorio,0,0,,wawpet,
1070/35,COLLAR NYLON LISO C/PASADOR CUERINA COLOR Y DIJE 20mm                     ,70,accesorio,0,0,,wawpet,
1070/45,COLLAR NYLON LISO C/PASADOR CUERINA COLOR Y DIJE 20mm                     ,70,accesorio,0,0,,wawpet,
1071/00,"CORREA ESTAMPADO 20mm (1,20 m)              lo mismo en esos colores",180,accesorio,0,0,,wawpet,
1071/35,COLLAR ESTAMPADO  20mm                    ,90,accesorio,0,0,,wawpet,
1071/40,COLLAR ESTAMPADO  20mm                    ,90,accesorio,0,0,,wawpet,
1071/45,COLLAR ESTAMPADO  20mm                    ,90,accesorio,0,0,,wawpet,
1103/40-45, COLLAR NYLON TEXANO 30mm Talles 40- 45         colores: rojo-negro,170,accesorio,0,0,,wawpet,
